Latitude,Longitude,,,
45 41 86.87,-111 2 96.83,,,
45 41 87.43,-111 2 99.36,,,
45 41 88.02,-111 3 18.89,,,
45 41 88.66,-111 3 43.38,,,
45 41 89.35,-111 3 68.85,,,
45 41 90.07,-111 3 93.93,,,
45 41 90.83,-111 3 11.74,,,
45 41 91.61,-111 3 14.14,,,
45 41 92.44,-111 3 16.51,,,
45 41 93.34,-111 3 18.82,,,
45 41 94.28,-111 3 21.09,,,
45 41 95.28,-111 3 23.31,,,
45 41 96.33,-111 3 25.55,,,
45 41 97.41,-111 3 27.64,,,
45 41 98.54,-111 3 29.75,,,
45 41 99.97,-111 3 31.81,,,
45 42 91.91,-111 3 33.83,,,
45 42 21.16,-111 3 35.58,,,
45 42 34.45,-111 3 37.72,,,
45 42 47.77,-111 3 39.96,,,
45 42 61.13,-111 3 41.43,,,
45 42 75.52,-111 3 43.21,,,
45 42 89.94,-111 3 44.93,,,
45 42 10.39,-111 3 46.61,,,
45 42 11.86,-111 3 48.23,,,
45 42 13.37,-111 3 49.98,,,
45 42 14.49,-111 3 51.31,,,
45 42 16.46,-111 3 52.76,,,
45 42 18.05,-111 3 54.16,,,
45 42 19.67,-111 3 55.48,,,
45 42 21.31,-111 3 56.73,,,
45 42 22.98,-111 3 57.92,,,
45 42 24.67,-111 3 59.05,,,
45 42 26.38,-111 3 60.11,,,
45 42 28.11,-111 3 61.11,,,
45 42 29.86,-111 3 62.04,,,
45 42 31.62,-111 3 62.91,,,
45 42 33.34,-111 3 63.72,,,
45 42 35.19,-111 3 64.46,,,
45 42 37.37,-111 3 65.13,,,
45 42 38.81,-111 3 65.73,,,
45 42 40.64,-111 3 66.26,,,
45 42 42.47,-111 3 66.71,,,
45 42 44.31,-111 3 67.71,,,
45 42 46.16,-111 3 67.43,,,
45 42 48.48,-111 3 67.77,,,
45 42 49.85,-111 3 67.89,,,
45 42 51.71,-111 3 68.02,,,
45 42 53.57,-111 3 68.14,,,
45 42 55.43,-111 3 68.28,,,
45 42 57.29,-111 3 68.45,,,
45 42 59.14,-111 3 68.65,,,
45 42 61.61,-111 3 68.88,,,
45 42 62.85,-111 3 69.16,,,
45 42 64.69,-111 3 69.95,,,
45 42 66.53,-111 3 69.93,,,
45 42 68.35,-111 3 70.44,,,
45 42 70.17,-111 3 71.02,,,
45 42 71.97,-111 3 71.66,,,
45 42 73.76,-111 3 72.35,,,
45 42 75.54,-111 3 73.11,,,
45 42 77.73,-111 3 73.96,,,
45 42 79.04,-111 3 74.88,,,
45 42 80.77,-111 3 75.85,,,
45 42 82.49,-111 3 76.88,,,
45 42 84.18,-111 3 77.98,,,
45 42 85.85,-111 3 79.13,,,
45 42 87.51,-111 3 80.35,,,
45 42 89.15,-111 3 81.61,,,
45 42 90.77,-111 3 82.29,,,
45 42 92.35,-111 3 84.24,,,
45 42 93.87,-111 3 85.71,,,
45 42 95.37,-111 3 87.27,,,
45 42 96.86,-111 3 88.88,,,
45 42 98.32,-111 3 90.55,,,
45 42 99.76,-111 3 92.27,,,
45 43 11.16,-111 3 94.04,,,
45 43 25.52,-111 3 95.87,,,
45 43 38.84,-111 3 97.76,,,
45 43 51.11,-111 3 99.97,,,
45 43 63.34,-111 4 17.17,,,
45 43 75.52,-111 4 37.74,,,
45 43 86.67,-111 4 58.81,,,
45 43 98.81,-111 4 79.79,,,
45 43 10.93,-111 4 10.02,,,
45 43 12.03,-111 4 12.15,,,
45 43 13.13,-111 4 14.29,,,
45 43 14.22,-111 4 16.44,,,
45 43 15.32,-111 4 18.58,,,
45 43 16.42,-111 4 20.72,,,
45 43 17.51,-111 4 22.86,,,
45 43 18.61,-111 4 25.25,,,
45 43 19.73,-111 4 27.13,,,
45 43 20.84,-111 4 29.25,,,
45 43 21.95,-111 4 31.37,,,
45 43 23.06,-111 4 33.35,,,
45 43 24.18,-111 4 35.61,,,
45 43 25.31,-111 4 37.71,,,
45 43 26.45,-111 4 39.81,,,
45 43 27.58,-111 4 41.92,,,
45 43 28.87,-111 4 44.04,,,
45 43 29.81,-111 4 46.17,,,
45 43 30.92,-111 4 48.83,,,
45 43 32.03,-111 4 50.43,,,
45 43 33.14,-111 4 52.56,,,
45 43 34.24,-111 4 54.69,,,
45 43 35.35,-111 4 56.83,,,
45 43 36.46,-111 4 58.97,,,
45 43 37.57,-111 4 61.11,,,
45 43 38.68,-111 4 63.25,,,
45 43 39.79,-111 4 65.39,,,
45 43 40.09,-111 4 67.54,,,
45 43 42.01,-111 4 69.68,,,
45 43 43.11,-111 4 71.82,,,
45 43 44.22,-111 4 73.96,,,
45 43 45.32,-111 4 76.09,,,
45 43 46.42,-111 4 78.23,,,
45 43 47.52,-111 4 80.36,,,
45 43 48.62,-111 4 82.49,,,
45 43 49.72,-111 4 84.62,,,
45 43 50.83,-111 4 86.75,,,
45 43 51.93,-111 4 88.88,,,
45 43 53.04,-111 4 91.02,,,
45 43 54.15,-111 4 93.16,,,
45 43 55.26,-111 4 95.29,,,
45 43 56.38,-111 4 97.43,,,
45 43 57.49,-111 4 99.57,,,
45 43 58.86,-111 5 17.71,,,
45 43 59.71,-111 5 38.85,,,
45 43 60.82,-111 5 59.99,,,
45 43 61.92,-111 5 81.13,,,
45 43 63.01,-111 5 10.29,,,
45 43 64.09,-111 5 12.45,,,
45 43 65.16,-111 5 14.62,,,
45 43 66.24,-111 5 16.77,,,
45 43 67.32,-111 5 18.91,,,
45 43 68.41,-111 5 21.04,,,
45 43 69.95,-111 5 23.16,,,
45 43 70.59,-111 5 25.28,,,
45 43 71.68,-111 5 27.74,,,
45 43 72.78,-111 5 29.51,,,
45 43 73.87,-111 5 31.62,,,
45 43 74.97,-111 5 33.73,,,
45 43 76.07,-111 5 35.85,,,
45 43 77.18,-111 5 37.97,,,
45 43 78.29,-111 5 40.01,,,
45 43 79.94,-111 5 42.24,,,
45 43 80.05,-111 5 44.39,,,
45 43 81.16,-111 5 46.55,,,
45 43 82.27,-111 5 48.87,,,
45 43 83.38,-111 5 50.84,,,
45 43 84.92,-111 5 52.99,,,
45 43 86.03,-111 5 55.13,,,
45 43 87.15,-111 5 57.28,,,
45 43 88.27,-111 5 59.42,,,
45 43 89.38,-111 5 61.56,,,
45 43 90.05,-111 5 63.68,,,
45 43 91.62,-111 5 65.79,,,
45 43 92.75,-111 5 67.89,,,
45 43 93.89,-111 5 69.98,,,
45 43 95.02,-111 5 72.07,,,
45 43 96.14,-111 5 74.17,,,
45 43 97.26,-111 5 76.28,,,
45 43 98.37,-111 5 78.39,,,
45 43 99.47,-111 5 80.52,,,
45 44 57.57,-111 5 82.64,,,
45 44 16.67,-111 5 84.76,,,
45 44 27.78,-111 5 86.89,,,
45 44 38.88,-111 5 89.01,,,
45 44 49.99,-111 5 91.14,,,
45 44 60.09,-111 5 93.27,,,
45 44 72.72,-111 5 95.41,,,
45 44 83.83,-111 5 97.56,,,
45 44 94.41,-111 5 99.97,,,
45 44 10.51,-111 6 18.85,,,
45 44 11.62,-111 6 4.4,,,
45 44 12.73,-111 6 61.13,,,
45 44 13.84,-111 6 82.26,,,
45 44 14.96,-111 6 10.38,,,
45 44 16.07,-111 6 12.25,,,
45 44 17.18,-111 6 14.61,,,
45 44 18.83,-111 6 16.73,,,
45 44 19.41,-111 6 18.85,,,
45 44 20.51,-111 6 20.98,,,
45 44 21.62,-111 6 23.12,,,
45 44 22.72,-111 6 25.25,,,
45 44 23.82,-111 6 27.39,,,
45 44 24.93,-111 6 29.53,,,
45 44 26.03,-111 6 31.67,,,
45 44 27.13,-111 6 33.82,,,
45 44 28.23,-111 6 35.97,,,
45 44 29.33,-111 6 38.11,,,
45 44 30.43,-111 6 40.25,,,
45 44 31.55,-111 6 42.38,,,
45 44 32.67,-111 6 44.45,,,
45 44 33.79,-111 6 46.63,,,
45 44 34.91,-111 6 48.77,,,
45 44 36.02,-111 6 50.91,,,
45 44 37.12,-111 6 53.07,,,
45 44 38.21,-111 6 55.22,,,
45 44 39.93,-111 6 57.38,,,
45 44 40.04,-111 6 59.52,,,
45 44 41.15,-111 6 61.64,,,
45 44 42.61,-111 6 63.76,,,
45 44 43.72,-111 6 65.88,,,
45 44 44.83,-111 6 68.68,,,
45 44 45.93,-111 6 70.12,,,
45 44 47.05,-111 6 72.24,,,
45 44 48.16,-111 6 74.36,,,
45 44 49.27,-111 6 76.49,,,
45 44 50.38,-111 6 78.61,,,
45 44 51.48,-111 6 80.74,,,
45 44 52.58,-111 6 82.87,,,
45 44 53.68,-111 6 85.85,,,
45 44 54.79,-111 6 87.12,,,
45 44 55.89,-111 6 89.24,,,
45 44 57.57,-111 6 91.37,,,
45 44 58.09,-111 6 93.35,,,
45 44 59.92,-111 6 95.63,,,
45 44 60.03,-111 6 97.77,,,
45 44 61.41,-111 6 99.99,,,
45 44 62.52,-111 7 20.04,,,
45 44 63.64,-111 7 41.18,,,
45 44 64.75,-111 7 63.32,,,
45 44 65.85,-111 7 84.47,,,
45 44 66.94,-111 7 10.62,,,
45 44 68.02,-111 7 12.77,,,
45 44 69.91,-111 7 14.92,,,
45 44 70.17,-111 7 17.08,,,
45 44 71.23,-111 7 19.25,,,
45 44 72.28,-111 7 21.44,,,
45 44 73.31,-111 7 23.64,,,
45 44 74.32,-111 7 25.86,,,
45 44 75.31,-111 7 28.11,,,
45 44 76.28,-111 7 30.38,,,
45 44 77.24,-111 7 32.66,,,
45 44 78.19,-111 7 34.95,,,
45 44 79.13,-111 7 37.25,,,
45 44 80.05,-111 7 39.56,,,
45 44 80.94,-111 7 41.89,,,
45 44 81.83,-111 7 44.23,,,
45 44 82.69,-111 7 46.58,,,
45 44 83.55,-111 7 48.95,,,
45 44 84.44,-111 7 51.32,,,
45 44 85.24,-111 7 53.37,,,
45 44 86.08,-111 7 56.08,,,
45 44 86.69,-111 7 58.46,,,
45 44 87.72,-111 7 60.84,,,
45 44 88.54,-111 7 63.22,,,
45 44 89.36,-111 7 65.56,,,
45 44 90.18,-111 7 67.96,,,
45 44 91.01,-111 7 70.32,,,
45 44 91.84,-111 7 72.68,,,
45 44 92.66,-111 7 75.05,,,
45 44 93.46,-111 7 77.44,,,
45 44 94.26,-111 7 79.83,,,
45 44 95.05,-111 7 82.23,,,
45 44 95.84,-111 7 84.62,,,
45 44 96.65,-111 7 87.01,,,
45 44 97.48,-111 7 89.38,,,
45 44 98.31,-111 7 91.76,,,
45 44 99.14,-111 7 94.13,,,
45 44 99.97,-111 7 96.51,,,
45 45 8.8,-111 7 98.88,,,
45 45 16.62,-111 8 12.22,,,
45 45 24.42,-111 8 35.53,,,
45 45 32.22,-111 8 58.81,,,
45 45 40.03,-111 8 81.81,,,
45 45 48.85,-111 8 10.41,,,
45 45 56.67,-111 8 12.75,,,
45 45 65.51,-111 8 15.13,,,
45 45 73.36,-111 8 17.54,,,
45 45 82.22,-111 8 19.98,,,
45 45 90.09,-111 8 22.46,,,
45 45 99.97,-111 8 24.97,,,
45 45 10.86,-111 8 27.75,,,
45 45 11.74,-111 8 30.01,,,
45 45 12.63,-111 8 32.53,,,
45 45 13.53,-111 8 35.07,,,
45 45 14.43,-111 8 37.65,,,
45 45 15.34,-111 8 40.24,,,
45 45 16.26,-111 8 42.86,,,
45 45 17.19,-111 8 45.48,,,
45 45 18.12,-111 8 48.81,,,
45 45 19.06,-111 8 50.71,,,
45 45 20.01,-111 8 53.31,,,
45 45 20.97,-111 8 55.88,,,
45 45 21.92,-111 8 58.45,,,
45 45 22.84,-111 8 61.02,,,
45 45 23.76,-111 8 63.59,,,
45 45 24.68,-111 8 66.17,,,
45 45 25.59,-111 8 68.76,,,
45 45 26.51,-111 8 71.36,,,
45 45 27.43,-111 8 73.97,,,
45 45 28.34,-111 8 76.57,,,
45 45 29.24,-111 8 79.17,,,
45 45 30.15,-111 8 81.75,,,
45 45 31.06,-111 8 84.33,,,
45 45 31.97,-111 8 86.89,,,
45 45 32.88,-111 8 89.45,,,
45 45 33.38,-111 8 91.99,,,
45 45 34.73,-111 8 94.54,,,
45 45 35.66,-111 8 97.07,,,
45 45 36.58,-111 8 99.59,,,
45 45 37.49,-111 9 20.08,,,
45 45 38.37,-111 9 45.54,,,
45 45 39.22,-111 9 69.97,,,
45 45 40.06,-111 9 93.39,,,
45 45 40.89,-111 9 11.77,,,
45 45 41.71,-111 9 14.12,,,
45 45 42.53,-111 9 16.43,,,
45 45 43.34,-111 9 18.72,,,
45 45 44.14,-111 9 20.98,,,
45 45 44.93,-111 9 23.22,,,
45 45 45.71,-111 9 25.44,,,
45 45 46.49,-111 9 27.64,,,
45 45 47.25,-111 9 29.83,,,
45 45 48.02,-111 9 31.98,,,
45 45 48.77,-111 9 34.41,,,
45 45 49.53,-111 9 36.18,,,
45 45 50.29,-111 9 38.19,,,
45 45 51.06,-111 9 40.11,,,
45 45 51.84,-111 9 41.97,,,
45 45 52.62,-111 9 43.38,,,
45 45 53.39,-111 9 45.62,,,
45 45 54.15,-111 9 47.42,,,
45 45 54.91,-111 9 49.18,,,
45 45 55.69,-111 9 50.89,,,
45 45 56.49,-111 9 52.53,,,
45 45 57.29,-111 9 54.13,,,
45 45 58.81,-111 9 55.67,,,
45 45 58.89,-111 9 57.15,,,
45 45 59.71,-111 9 58.56,,,
45 45 60.51,-111 9 59.92,,,
45 45 61.13,-111 9 61.21,,,
45 45 62.07,-111 9 62.44,,,
45 45 62.28,-111 9 63.57,,,
45 45 63.49,-111 9 64.61,,,
45 45 64.12,-111 9 65.57,,,
45 45 64.71,-111 9 66.48,,,
45 45 65.23,-111 9 67.36,,,
45 45 65.66,-111 9 68.23,,,
45 45 65.98,-111 9 69.91,,,
45 45 66.22,-111 9 69.96,,,
45 45 66.38,-111 9 70.78,,,
45 45 66.53,-111 9 71.49,,,
45 45 66.75,-111 9 72.08,,,
45 45 67.04,-111 9 72.53,,,
45 45 67.39,-111 9 72.88,,,
45 45 67.72,-111 9 73.18,,,
45 45 67.98,-111 9 73.55,,,
45 45 68.13,-111 9 74.02,,,
45 45 68.13,-111 9 74.57,,,
45 45 67.98,-111 9 75.13,,,
45 45 67.68,-111 9 75.63,,,
45 45 67.25,-111 9 75.98,,,
45 45 66.74,-111 9 76.18,,,
45 45 66.17,-111 9 76.33,,,
45 45 65.55,-111 9 76.47,,,
45 45 64.49,-111 9 76.63,,,
45 45 64.25,-111 9 76.87,,,
45 45 63.61,-111 9 77.21,,,
45 45 62.96,-111 9 77.62,,,
45 45 62.24,-111 9 78.09,,,
45 45 61.58,-111 9 78.51,,,
45 45 60.97,-111 9 79.02,,,
45 45 60.47,-111 9 79.69,,,
45 45 60.09,-111 9 80.43,,,
45 45 59.71,-111 9 81.12,,,
45 45 59.24,-111 9 81.63,,,
45 45 58.69,-111 9 81.96,,,
45 45 58.06,-111 9 82.14,,,
45 45 57.38,-111 9 82.24,,,
45 45 56.65,-111 9 82.34,,,
45 45 55.89,-111 9 82.48,,,
45 45 55.09,-111 9 82.65,,,
45 45 54.26,-111 9 82.85,,,
45 45 53.34,-111 9 83.07,,,
45 45 52.52,-111 9 83.29,,,
45 45 51.63,-111 9 83.53,,,
45 45 50.76,-111 9 83.76,,,
45 45 49.92,-111 9 84.84,,,
45 45 49.91,-111 9 84.24,,,
45 45 48.33,-111 9 84.46,,,
45 45 47.66,-111 9 84.65,,,
45 45 47.71,-111 9 84.84,,,
45 45 46.64,-111 9 85.08,,,
45 45 46.28,-111 9 85.46,,,
45 45 46.05,-111 9 85.98,,,
45 45 45.94,-111 9 86.63,,,
45 45 45.91,-111 9 87.38,,,
45 45 45.95,-111 9 88.22,,,
45 45 46.04,-111 9 89.14,,,
45 45 46.17,-111 9 90.15,,,
45 45 46.29,-111 9 91.25,,,
45 45 46.38,-111 9 92.43,,,
45 45 46.46,-111 9 93.68,,,
45 45 46.65,-111 9 94.98,,,
45 45 46.52,-111 9 96.33,,,
45 45 46.53,-111 9 97.72,,,
45 45 46.53,-111 9 99.11,,,
45 45 46.55,-111 10 45.45,,,
45 45 46.64,-111 10 15.55,,,
45 45 46.85,-111 10 22.27,,,
45 45 47.19,-111 10 26.63,,,
45 45 47.61,-111 10 27.71,,,
45 45 48.09,-111 10 26.66,,,
45 45 48.65,-111 10 26.61,,,
45 45 49.93,-111 10 25.57,,,
45 45 50.02,-111 10 25.53,,,
45 45 50.82,-111 10 24.48,,,
45 45 51.67,-111 10 24.43,,,
45 45 52.57,-111 10 24.24,,,
45 45 53.51,-111 10 23.38,,,
45 45 54.48,-111 10 24.42,,,
45 45 55.47,-111 10 25.53,,,
45 45 56.45,-111 10 27.74,,,
45 45 57.41,-111 10 30.07,,,
45 45 58.35,-111 10 35.35,,,
45 45 59.26,-111 10 40.02,,,
45 45 60.13,-111 10 46.63,,,
45 45 60.96,-111 10 53.31,,,
45 45 61.75,-111 10 60.06,,,
45 45 62.25,-111 10 68.89,,,
45 45 63.21,-111 10 77.79,,,
45 45 63.87,-111 10 88.88,,,
45 45 64.46,-111 10 99.99,,,
45 45 65.65,-111 10 11.06,,,
45 45 65.51,-111 10 12.28,,,
45 45 65.98,-111 10 13.55,,,
45 45 66.43,-111 10 14.87,,,
45 45 66.89,-111 10 16.62,,,
45 45 67.35,-111 10 17.53,,,
45 45 67.78,-111 10 18.84,,,
45 45 68.25,-111 10 20.14,,,
45 45 68.87,-111 10 21.42,,,
45 45 69.15,-111 10 22.71,,,
45 45 69.96,-111 10 24.01,,,
45 45 70.06,-111 10 25.32,,,
45 45 70.51,-111 10 26.62,,,
45 45 70.97,-111 10 27.79,,,
45 45 71.42,-111 10 29.18,,,
45 45 71.87,-111 10 30.44,,,
45 45 72.33,-111 10 31.68,,,
45 45 72.83,-111 10 32.29,,,
45 45 73.37,-111 10 34.06,,,
45 45 73.99,-111 10 35.14,,,
45 45 74.66,-111 10 36.14,,,
45 45 75.37,-111 10 37.08,,,
45 45 76.12,-111 10 37.94,,,
45 45 76.92,-111 10 38.71,,,
45 45 77.75,-111 10 39.39,,,
45 45 78.86,-111 10 39.98,,,
45 45 79.45,-111 10 40.52,,,
45 45 80.29,-111 10 41.06,,,
45 45 81.11,-111 10 41.68,,,
45 45 81.86,-111 10 42.24,,,
45 45 82.59,-111 10 43.21,,,
45 45 83.28,-111 10 44.41,,,
45 45 83.94,-111 10 45.06,,,
45 45 84.55,-111 10 46.07,,,
45 45 85.51,-111 10 47.13,,,
45 45 85.59,-111 10 48.22,,,
45 45 86.01,-111 10 49.93,,,
45 45 86.38,-111 10 50.35,,,
45 45 86.71,-111 10 51.31,,,
45 45 86.99,-111 10 52.17,,,
45 45 87.23,-111 10 52.92,,,
45 45 87.42,-111 10 53.57,,,
45 45 87.51,-111 10 54.14,,,
45 45 87.47,-111 10 54.66,,,
45 45 87.27,-111 10 55.08,,,
45 45 86.94,-111 10 55.34,,,
45 45 86.52,-111 10 55.45,,,
45 45 86.05,-111 10 55.48,,,
45 45 85.53,-111 10 55.47,,,
45 45 84.95,-111 10 55.45,,,
45 45 84.34,-111 10 55.43,,,
45 45 83.69,-111 10 55.42,,,
45 45 83.01,-111 10 55.42,,,
45 45 82.23,-111 10 55.42,,,
45 45 81.57,-111 10 55.43,,,
45 45 80.83,-111 10 55.43,,,
45 45 80.09,-111 10 55.45,,,
45 45 79.34,-111 10 55.48,,,
45 45 78.59,-111 10 55.54,,,
45 45 77.84,-111 10 55.64,,,
45 45 77.71,-111 10 55.75,,,
45 45 76.35,-111 10 55.87,,,
45 45 75.59,-111 10 55.99,,,
45 45 74.85,-111 10 56.61,,,
45 45 74.12,-111 10 56.18,,,
45 45 73.39,-111 10 56.23,,,
45 45 72.68,-111 10 56.25,,,
45 45 71.99,-111 10 56.26,,,
45 45 71.13,-111 10 56.27,,,
45 45 70.63,-111 10 56.27,,,
45 45 69.97,-111 10 56.25,,,
45 45 69.31,-111 10 56.24,,,
45 45 68.67,-111 10 56.22,,,
45 45 68.04,-111 10 56.22,,,
45 45 67.41,-111 10 56.23,,,
45 45 66.77,-111 10 56.24,,,
45 45 66.14,-111 10 56.25,,,
45 45 65.55,-111 10 56.27,,,
45 45 64.87,-111 10 56.28,,,
45 45 64.25,-111 10 56.63,,,
45 45 63.63,-111 10 56.31,,,
45 45 63.01,-111 10 56.32,,,
45 45 62.41,-111 10 56.33,,,
45 45 61.81,-111 10 56.34,,,
45 45 61.21,-111 10 56.36,,,
45 45 60.62,-111 10 56.38,,,
45 45 60.04,-111 10 56.64,,,
45 45 59.46,-111 10 56.42,,,
45 45 58.91,-111 10 56.44,,,
45 45 58.39,-111 10 56.46,,,
45 45 57.92,-111 10 56.48,,,
45 45 57.75,-111 10 56.49,,,
45 45 57.11,-111 10 56.65,,,
45 45 56.75,-111 10 56.51,,,
45 45 56.41,-111 10 56.52,,,
45 45 56.06,-111 10 56.52,,,
45 45 55.57,-111 10 56.53,,,
45 45 55.53,-111 10 56.54,,,
45 45 54.89,-111 10 56.55,,,
45 45 54.49,-111 10 56.55,,,
45 45 54.08,-111 10 56.54,,,
45 45 53.68,-111 10 56.52,,,
45 45 53.29,-111 10 56.53,,,
45 45 52.87,-111 10 56.56,,,
45 45 52.45,-111 10 56.59,,,
45 45 52.01,-111 10 56.66,,,
45 45 51.56,-111 10 56.61,,,
45 45 51.12,-111 10 56.62,,,
45 45 50.75,-111 10 56.61,,,
45 45 50.46,-111 10 56.66,,,
45 45 50.24,-111 10 56.55,,,
45 45 50.05,-111 10 56.46,,,
45 45 49.87,-111 10 56.26,,,
45 45 49.75,-111 10 55.93,,,
45 45 49.73,-111 10 55.48,,,
45 45 49.76,-111 10 54.95,,,
45 45 49.79,-111 10 54.36,,,
45 45 49.82,-111 10 53.72,,,
45 45 49.83,-111 10 53.05,,,
45 45 49.83,-111 10 52.24,,,
45 45 49.77,-111 10 51.81,,,
45 45 49.62,-111 10 51.32,,,
45 45 49.36,-111 10 50.95,,,
45 45 49.49,-111 10 50.74,,,
45 45 48.55,-111 10 50.67,,,
45 45 48.04,-111 10 50.67,,,
45 45 47.45,-111 10 50.69,,,
45 45 46.82,-111 10 50.07,,,
45 45 46.14,-111 10 50.71,,,
45 45 45.46,-111 10 50.72,,,
45 45 44.78,-111 10 50.74,,,
45 45 44.11,-111 10 50.75,,,
45 45 43.45,-111 10 50.76,,,
45 45 42.81,-111 10 50.77,,,
45 45 42.16,-111 10 50.77,,,
45 45 41.52,-111 10 50.76,,,
45 45 40.88,-111 10 50.75,,,
45 45 40.24,-111 10 50.73,,,
45 45 39.61,-111 10 50.72,,,
45 45 38.99,-111 10 50.71,,,
45 45 38.39,-111 10 50.71,,,
45 45 37.78,-111 10 50.73,,,
45 45 37.22,-111 10 50.74,,,
45 45 36.65,-111 10 50.75,,,
45 45 36.08,-111 10 50.75,,,
45 45 35.51,-111 10 50.75,,,
45 45 34.93,-111 10 50.74,,,
45 45 34.33,-111 10 50.72,,,
45 45 33.74,-111 10 50.69,,,
45 45 33.21,-111 10 50.68,,,
45 45 32.76,-111 10 50.74,,,
45 45 32.41,-111 10 50.94,,,
45 45 32.19,-111 10 51.31,,,
45 45 32.09,-111 10 51.84,,,
45 45 32.06,-111 10 52.48,,,
45 45 32.07,-111 10 53.22,,,
45 45 32.09,-111 10 54.05,,,
45 45 32.11,-111 10 54.98,,,
45 45 32.13,-111 10 55.96,,,
45 45 32.14,-111 10 56.98,,,
45 45 32.16,-111 10 58.02,,,
45 45 32.18,-111 10 59.06,,,
45 45 32.22,-111 10 60.08,,,
45 45 32.21,-111 10 61.09,,,
45 45 32.23,-111 10 62.09,,,
45 45 32.25,-111 10 63.07,,,
45 45 32.26,-111 10 64.04,,,
45 45 32.28,-111 10 64.95,,,
45 45 32.23,-111 10 65.76,,,
45 45 32.31,-111 10 66.46,,,
45 45 32.32,-111 10 67.03,,,
45 45 32.35,-111 10 67.47,,,
45 45 32.39,-111 10 67.78,,,
45 45 32.25,-111 10 68.01,,,
45 45 32.67,-111 10 68.09,,,
45 45 32.86,-111 10 68.04,,,
45 45 33.08,-111 10 67.96,,,
45 45 33.33,-111 10 67.93,,,
45 45 33.49,-111 10 68.04,,,
45 45 33.36,-111 10 68.27,,,
45 45 33.62,-111 10 68.49,,,
45 45 33.62,-111 10 68.86,,,
45 45 33.61,-111 10 68.63,,,
45 45 33.61,-111 10 68.63,,,
45 45 33.61,-111 10 68.63,,,
45 45 33.61,-111 10 68.63,,,
45 45 33.61,-111 10 68.63,,,
45 45 33.61,-111 10 68.63,,,
45 45 33.61,-111 10 68.63,,,
45 45 33.61,-111 10 68.63,,,
45 45 33.61,-111 10 68.63,,,
45 45 33.61,-111 10 68.63,,,
45 45 33.61,-111 10 68.63,,,
45 45 33.61,-111 10 68.63,,,
45 45 33.61,-111 10 68.63,,,
45 45 33.61,-111 10 68.63,,,
45 45 33.61,-111 10 68.63,,,
45 45 33.61,-111 10 68.63,,,
45 45 33.61,-111 10 68.63,,,
45 45 33.61,-111 10 68.63,,,
45 45 33.61,-111 10 68.63,,,
45 45 33.61,-111 10 68.63,,,
45 45 33.61,-111 10 68.63,,,
45 45 33.61,-111 10 68.63,,,
45 45 33.61,-111 10 68.63,,,
45 45 33.61,-111 10 68.63,,,
45 45 33.61,-111 10 68.63,,,
45 45 33.61,-111 10 68.63,,,
45 45 33.61,-111 10 68.63,,,
45 45 33.61,-111 10 68.63,,,
45 45 33.61,-111 10 68.63,,,
45 45 33.61,-111 10 68.63,,,
45 45 33.61,-111 10 68.63,,,
45 45 33.61,-111 10 68.63,,,
45 45 33.61,-111 10 68.63,,,
45 45 33.61,-111 10 68.63,,,
45 45 33.61,-111 10 68.63,,,
45 45 33.61,-111 10 68.63,,,
45 45 33.61,-111 10 68.63,,,
45 45 33.61,-111 10 68.63,,,
45 45 33.61,-111 10 68.63,,,
45 45 33.61,-111 10 68.63,,,
45 45 33.61,-111 10 68.63,,,
45 45 33.61,-111 10 68.63,,,
45 45 33.61,-111 10 68.63,,,
45 45 33.61,-111 10 68.63,,,
45 45 33.61,-111 10 68.63,,,
45 45 33.61,-111 10 68.63,,,
45 45 33.61,-111 10 68.63,,,
45 45 33.61,-111 10 68.63,,,
45 45 33.61,-111 10 68.63,,,
45 45 33.61,-111 10 68.63,,,
45 45 33.61,-111 10 68.63,,,
45 45 33.61,-111 10 68.63,,,
45 45 33.61,-111 10 68.63,,,
45 45 33.61,-111 10 68.63,,,
45 45 33.61,-111 10 68.63,,,
45 45 33.61,-111 10 68.63,,,
45 45 33.61,-111 10 68.63,,,
