Latitude,Longitude,,,
45 40 32.02,-110 56 84.68,,,
45 40 30.97,-110 56 85.53,,,
45 40 29.93,-110 56 86.43,,,
45 40 28.89,-110 56 87.36,,,
45 40 27.87,-110 56 88.31,,,
45 40 26.87,-110 56 89.27,,,
45 40 25.89,-110 56 90.24,,,
45 40 24.92,-110 56 91.26,,,
45 40 23.97,-110 56 92.35,,,
45 40 23.04,-110 56 93.52,,,
45 40 22.13,-110 56 94.73,,,
45 40 21.25,-110 56 95.98,,,
45 40 20.04,-110 56 97.27,,,
45 40 19.58,-110 56 98.63,,,
45 40 18.81,-110 57 5.5,,,
45 40 18.11,-110 57 15.53,,,
45 40 17.51,-110 57 30.02,,,
45 40 17.07,-110 57 44.46,,,
45 40 16.81,-110 57 58.86,,,
45 40 16.74,-110 57 72.27,,,
45 40 16.85,-110 57 86.69,,,
45 40 17.05,-110 57 10.14,,,
45 40 17.73,-110 57 11.62,,,
45 40 17.53,-110 57 13.13,,,
45 40 17.69,-110 57 14.64,,,
45 40 17.76,-110 57 16.15,,,
45 40 17.78,-110 57 17.63,,,
45 40 17.93,-110 57 19.09,,,
45 40 18.21,-110 57 20.53,,,
45 40 18.86,-110 57 21.96,,,
45 40 19.06,-110 57 23.43,,,
45 40 19.55,-110 57 24.94,,,
45 40 20.06,-110 57 26.48,,,
45 40 20.61,-110 57 27.99,,,
45 40 21.21,-110 57 29.44,,,
45 40 21.89,-110 57 30.78,,,
45 40 22.61,-110 57 32.01,,,
45 40 23.31,-110 57 33.16,,,
45 40 23.93,-110 57 34.29,,,
45 40 24.43,-110 57 35.47,,,
45 40 24.78,-110 57 36.72,,,
45 40 24.94,-110 57 38.05,,,
45 40 24.97,-110 57 39.46,,,
45 40 24.97,-110 57 40.95,,,
45 40 24.96,-110 57 42.51,,,
45 40 24.96,-110 57 44.14,,,
45 40 24.96,-110 57 45.84,,,
45 40 24.96,-110 57 47.59,,,
45 40 24.95,-110 57 49.36,,,
45 40 24.94,-110 57 51.14,,,
45 40 24.92,-110 57 52.93,,,
45 40 24.91,-110 57 54.74,,,
45 40 24.89,-110 57 56.55,,,
45 40 24.88,-110 57 58.37,,,
45 40 24.87,-110 57 60.17,,,
45 40 24.86,-110 57 61.96,,,
45 40 24.85,-110 57 63.75,,,
45 40 24.83,-110 57 65.53,,,
45 40 24.82,-110 57 67.73,,,
45 40 24.81,-110 57 69.05,,,
45 40 24.48,-110 57 70.08,,,
45 40 24.48,-110 57 72.54,,,
45 40 24.48,-110 57 74.28,,,
45 40 24.79,-110 57 76.02,,,
45 40 24.78,-110 57 77.78,,,
45 40 24.76,-110 57 79.56,,,
45 40 24.75,-110 57 81.35,,,
45 40 24.73,-110 57 83.13,,,
45 40 24.72,-110 57 84.49,,,
45 40 24.71,-110 57 86.66,,,
45 40 24.47,-110 57 88.84,,,
45 40 24.47,-110 57 90.13,,,
45 40 24.47,-110 57 91.84,,,
45 40 24.69,-110 57 93.52,,,
45 40 24.69,-110 57 95.15,,,
45 40 24.69,-110 57 96.71,,,
45 40 24.69,-110 57 98.82,,,
45 40 24.69,-110 57 99.64,,,
45 40 24.67,-110 58 10.03,,,
45 40 24.46,-110 58 24.24,,,
45 40 24.43,-110 58 37.78,,,
45 40 24.14,-110 58 51.14,,,
45 40 23.75,-110 58 65.65,,,
45 40 23.32,-110 58 78.88,,,
45 40 22.89,-110 58 93.93,,,
45 40 22.46,-110 58 10.72,,,
45 40 22.03,-110 58 12.14,,,
45 40 21.61,-110 58 13.57,,,
45 40 21.18,-110 58 15.02,,,
45 40 20.74,-110 58 16.48,,,
45 40 20.29,-110 58 17.94,,,
45 40 19.86,-110 58 19.94,,,
45 40 19.43,-110 58 20.86,,,
45 40 19.19,-110 58 22.31,,,
45 40 18.58,-110 58 23.74,,,
45 40 18.17,-110 58 25.15,,,
45 40 17.79,-110 58 26.57,,,
45 40 17.44,-110 58 28.01,,,
45 40 17.14,-110 58 29.48,,,
45 40 16.92,-110 58 31.01,,,
45 40 16.79,-110 58 32.59,,,
45 40 16.75,-110 58 34.21,,,
45 40 16.77,-110 58 35.86,,,
45 40 16.83,-110 58 37.54,,,
45 40 16.92,-110 58 39.23,,,
45 40 17.01,-110 58 40.93,,,
45 40 17.71,-110 58 42.62,,,
45 40 17.19,-110 58 44.43,,,
45 40 17.27,-110 58 45.98,,,
45 40 17.36,-110 58 47.65,,,
45 40 17.46,-110 58 49.34,,,
45 40 17.56,-110 58 51.03,,,
45 40 17.66,-110 58 52.74,,,
45 40 17.75,-110 58 54.46,,,
45 40 17.83,-110 58 56.19,,,
45 40 17.79,-110 58 57.93,,,
45 40 17.98,-110 58 59.68,,,
45 40 18.06,-110 58 61.44,,,
45 40 18.15,-110 58 63.32,,,
45 40 18.24,-110 58 64.98,,,
45 40 18.33,-110 58 66.76,,,
45 40 18.43,-110 58 68.53,,,
45 40 18.55,-110 58 70.28,,,
45 40 18.87,-110 58 72.72,,,
45 40 18.91,-110 58 73.69,,,
45 40 19.18,-110 58 75.33,,,
45 40 19.49,-110 58 76.69,,,
45 40 19.98,-110 58 78.33,,,
45 40 20.08,-110 58 79.62,,,
45 40 20.32,-110 58 80.74,,,
45 40 20.51,-110 58 81.71,,,
45 40 20.62,-110 58 82.56,,,
45 40 20.58,-110 58 83.33,,,
45 40 20.37,-110 58 83.89,,,
45 40 20.06,-110 58 84.27,,,
45 40 19.97,-110 58 84.47,,,
45 40 19.34,-110 58 84.55,,,
45 40 18.97,-110 58 84.46,,,
45 40 18.61,-110 58 84.63,,,
45 40 18.31,-110 58 84.66,,,
45 40 18.11,-110 58 84.68,,,
45 40 18.02,-110 58 84.67,,,
45 40 17.94,-110 58 84.66,,,
45 40 17.82,-110 58 84.69,,,
45 40 17.64,-110 58 84.82,,,
45 40 17.75,-110 58 85.15,,,
45 40 17.48,-110 58 85.67,,,
45 40 17.58,-110 58 86.35,,,
45 40 17.75,-110 58 87.18,,,
45 40 17.95,-110 58 88.14,,,
45 40 18.17,-110 58 89.24,,,
45 40 18.42,-110 58 90.46,,,
45 40 18.69,-110 58 91.79,,,
45 40 18.98,-110 58 93.22,,,
45 40 19.29,-110 58 94.71,,,
45 40 19.96,-110 58 96.24,,,
45 40 19.91,-110 58 97.79,,,
45 40 20.22,-110 58 99.34,,,
45 40 20.53,-110 59 89.89,,,
45 40 20.85,-110 59 24.44,,,
45 40 21.17,-110 59 40.01,,,
45 40 21.15,-110 59 56.56,,,
45 40 21.83,-110 59 72.23,,,
45 40 22.16,-110 59 88.88,,,
45 40 22.25,-110 59 10.56,,,
45 40 22.84,-110 59 12.25,,,
45 40 23.18,-110 59 13.98,,,
45 40 23.54,-110 59 15.73,,,
45 40 23.39,-110 59 17.51,,,
45 40 24.26,-110 59 19.32,,,
45 40 24.62,-110 59 21.14,,,
45 40 24.98,-110 59 22.96,,,
45 40 25.34,-110 59 24.77,,,
45 40 25.57,-110 59 26.57,,,
45 40 26.07,-110 59 28.36,,,
45 40 26.43,-110 59 30.14,,,
45 40 26.79,-110 59 31.93,,,
45 40 27.15,-110 59 33.72,,,
45 40 27.51,-110 59 35.55,,,
45 40 27.86,-110 59 37.27,,,
45 40 28.22,-110 59 39.03,,,
45 40 28.57,-110 59 40.76,,,
45 40 28.91,-110 59 42.47,,,
45 40 29.26,-110 59 44.16,,,
45 40 29.59,-110 59 45.83,,,
45 40 29.92,-110 59 47.49,,,
45 40 30.25,-110 59 49.14,,,
45 40 30.59,-110 59 50.79,,,
45 40 30.92,-110 59 52.45,,,
45 40 31.25,-110 59 54.09,,,
45 40 31.58,-110 59 55.74,,,
45 40 31.19,-110 59 57.38,,,
45 40 32.22,-110 59 59.03,,,
45 40 32.55,-110 59 60.68,,,
45 40 32.89,-110 59 62.33,,,
45 40 33.22,-110 59 63.98,,,
45 40 33.55,-110 59 65.63,,,
45 40 33.89,-110 59 67.27,,,
45 40 34.22,-110 59 68.89,,,
45 40 34.54,-110 59 70.05,,,
45 40 34.85,-110 59 72.09,,,
45 40 35.16,-110 59 73.66,,,
45 40 35.46,-110 59 75.52,,,
45 40 35.76,-110 59 76.73,,,
45 40 36.06,-110 59 78.23,,,
45 40 36.35,-110 59 79.69,,,
45 40 36.64,-110 59 81.12,,,
45 40 36.93,-110 59 82.53,,,
45 40 37.22,-110 59 83.93,,,
45 40 37.51,-110 59 85.31,,,
45 40 37.79,-110 59 86.68,,,
45 40 38.08,-110 59 88.04,,,
45 40 38.36,-110 59 89.39,,,
45 40 38.63,-110 59 90.74,,,
45 40 38.91,-110 59 92.08,,,
45 40 39.18,-110 59 93.41,,,
45 40 39.45,-110 59 94.74,,,
45 40 39.71,-110 59 96.08,,,
45 40 39.98,-110 59 97.44,,,
45 40 40.25,-110 59 98.81,,,
45 40 40.52,-111 0 18.18,,,
45 40 40.78,-111 0 15.56,,,
45 40 41.05,-111 0 29.93,,,
45 40 41.31,-111 0 42.29,,,
45 40 41.58,-111 0 56.65,,,
45 40 41.87,-111 0 70.04,,,
45 40 42.16,-111 0 84.44,,,
45 40 42.46,-111 0 98.86,,,
45 40 42.77,-111 0 11.32,,,
45 40 43.08,-111 0 12.83,,,
45 40 43.39,-111 0 14.36,,,
45 40 43.71,-111 0 15.88,,,
45 40 44.04,-111 0 17.74,,,
45 40 44.35,-111 0 18.91,,,
45 40 44.67,-111 0 20.42,,,
45 40 44.99,-111 0 21.91,,,
45 40 45.33,-111 0 23.39,,,
45 40 45.69,-111 0 24.86,,,
45 40 46.06,-111 0 26.32,,,
45 40 46.45,-111 0 27.77,,,
45 40 46.84,-111 0 29.21,,,
45 40 47.24,-111 0 30.65,,,
45 40 47.65,-111 0 32.21,,,
45 40 48.06,-111 0 33.55,,,
45 40 48.48,-111 0 35.02,,,
45 40 48.91,-111 0 36.48,,,
45 40 49.32,-111 0 37.94,,,
45 40 49.73,-111 0 39.94,,,
45 40 50.13,-111 0 40.84,,,
45 40 50.05,-111 0 42.27,,,
45 40 50.84,-111 0 43.65,,,
45 40 51.14,-111 0 44.98,,,
45 40 51.38,-111 0 46.24,,,
45 40 51.56,-111 0 47.42,,,
45 40 51.68,-111 0 48.85,,,
45 40 51.78,-111 0 49.41,,,
45 40 51.92,-111 0 50.16,,,
45 40 52.18,-111 0 50.71,,,
45 40 52.55,-111 0 51.04,,,
45 40 53.01,-111 0 51.15,,,
45 40 53.57,-111 0 51.12,,,
45 40 54.22,-111 0 51.06,,,
45 40 54.97,-111 0 50.98,,,
45 40 55.58,-111 0 50.91,,,
45 40 56.72,-111 0 50.85,,,
45 40 57.71,-111 0 50.08,,,
45 40 58.73,-111 0 50.79,,,
45 40 59.77,-111 0 50.89,,,
45 40 60.08,-111 0 51.12,,,
45 40 61.79,-111 0 51.78,,,
45 40 62.69,-111 0 52.63,,,
45 40 63.45,-111 0 53.73,,,
45 40 64.03,-111 0 55.03,,,
45 40 64.43,-111 0 56.49,,,
45 40 64.64,-111 0 58.04,,,
45 40 64.74,-111 0 59.64,,,
45 40 64.84,-111 0 61.26,,,
45 40 64.99,-111 0 62.85,,,
45 40 65.24,-111 0 64.39,,,
45 40 65.64,-111 0 65.83,,,
45 40 66.18,-111 0 67.14,,,
45 40 66.87,-111 0 68.29,,,
45 40 67.77,-111 0 69.25,,,
45 40 68.65,-111 0 7.7,,,
45 40 69.72,-111 0 70.05,,,
45 40 70.86,-111 0 70.79,,,
45 40 72.07,-111 0 70.98,,,
45 40 73.35,-111 0 71.15,,,
45 40 74.47,-111 0 71.34,,,
45 40 76.11,-111 0 71.55,,,
45 40 77.59,-111 0 71.76,,,
45 40 79.91,-111 0 71.97,,,
45 40 80.61,-111 0 72.18,,,
45 40 82.12,-111 0 72.24,,,
45 40 83.62,-111 0 72.64,,,
45 40 85.11,-111 0 72.94,,,
45 40 86.61,-111 0 73.32,,,
45 40 88.11,-111 0 73.78,,,
45 40 89.62,-111 0 74.34,,,
45 40 91.12,-111 0 75.02,,,
45 40 92.62,-111 0 75.81,,,
45 40 94.11,-111 0 76.72,,,
45 40 95.59,-111 0 77.75,,,
45 40 97.03,-111 0 78.87,,,
45 40 98.45,-111 0 80.09,,,
45 40 99.85,-111 0 81.38,,,
45 41 12.26,-111 0 82.68,,,
45 41 27.27,-111 0 83.99,,,
45 41 41.17,-111 0 85.31,,,
45 41 56.65,-111 0 86.65,,,
45 41 71.12,-111 0 88.01,,,
45 41 85.59,-111 0 89.34,,,
45 41 10.05,-111 0 90.67,,,
45 41 11.53,-111 0 92.01,,,
45 41 13.03,-111 0 93.35,,,
45 41 14.53,-111 0 94.47,,,
45 41 16.04,-111 0 96.08,,,
45 41 17.56,-111 0 97.46,,,
45 41 19.08,-111 0 98.84,,,
45 41 20.59,-111 1 24.24,,,
45 41 22.09,-111 1 16.66,,,
45 41 23.57,-111 1 31.12,,,
45 41 25.04,-111 1 46.64,,,
45 41 26.65,-111 1 62.23,,,
45 41 27.93,-111 1 79.79,,,
45 41 29.34,-111 1 96.63,,,
45 41 30.75,-111 1 11.14,,,
45 41 32.14,-111 1 13.32,,,
45 41 33.51,-111 1 15.03,,,
45 41 34.86,-111 1 16.88,,,
45 41 36.18,-111 1 18.78,,,
45 41 37.46,-111 1 20.72,,,
45 41 38.87,-111 1 22.69,,,
45 41 39.92,-111 1 24.69,,,
45 41 41.11,-111 1 26.74,,,
45 41 42.26,-111 1 28.81,,,
45 41 43.38,-111 1 30.91,,,
45 41 44.49,-111 1 33.04,,,
45 41 45.57,-111 1 35.18,,,
45 41 46.62,-111 1 37.36,,,
45 41 47.64,-111 1 39.57,,,
45 41 48.61,-111 1 41.82,,,
45 41 49.56,-111 1 44.09,,,
45 41 50.48,-111 1 46.39,,,
45 41 51.38,-111 1 48.72,,,
45 41 52.24,-111 1 51.07,,,
45 41 53.07,-111 1 53.45,,,
45 41 53.86,-111 1 55.86,,,
45 41 54.62,-111 1 58.29,,,
45 41 55.33,-111 1 60.75,,,
45 41 56.02,-111 1 63.22,,,
45 41 56.69,-111 1 65.57,,,
45 41 57.32,-111 1 68.82,,,
45 41 57.95,-111 1 70.07,,,
45 41 58.59,-111 1 73.32,,,
45 41 59.23,-111 1 75.57,,,
45 41 59.87,-111 1 78.21,,,
45 41 60.05,-111 1 80.72,,,
45 41 61.14,-111 1 83.23,,,
45 41 61.78,-111 1 85.74,,,
45 41 62.42,-111 1 88.25,,,
45 41 63.05,-111 1 90.76,,,
45 41 63.68,-111 1 93.27,,,
45 41 64.43,-111 1 95.79,,,
45 41 64.94,-111 1 98.83,,,
45 41 65.58,-111 2 8.8,,,
45 41 66.21,-111 2 33.33,,,
45 41 66.86,-111 2 58.81,,,
45 41 67.75,-111 2 83.31,,,
45 41 68.14,-111 2 10.82,,,
45 41 68.76,-111 2 13.33,,,
45 41 69.39,-111 2 15.84,,,
45 41 70.02,-111 2 18.35,,,
45 41 70.64,-111 2 20.86,,,
45 41 71.25,-111 2 23.37,,,
45 41 71.84,-111 2 25.88,,,
45 41 72.42,-111 2 28.84,,,
45 41 72.98,-111 2 30.91,,,
45 41 73.54,-111 2 33.43,,,
45 41 74.09,-111 2 35.95,,,
45 41 74.64,-111 2 38.47,,,
45 41 75.17,-111 2 41.41,,,
45 41 75.69,-111 2 43.53,,,
45 41 76.22,-111 2 46.05,,,
45 41 76.76,-111 2 48.58,,,
45 41 77.28,-111 2 51.11,,,
45 41 77.78,-111 2 53.64,,,
45 41 78.33,-111 2 56.17,,,
45 41 78.86,-111 2 58.71,,,
45 41 79.39,-111 2 61.24,,,
45 41 79.92,-111 2 63.77,,,
45 41 80.45,-111 2 66.31,,,
45 41 80.98,-111 2 68.84,,,
45 41 81.15,-111 2 71.38,,,
45 41 82.03,-111 2 73.92,,,
45 41 82.55,-111 2 76.45,,,
45 41 83.08,-111 2 78.99,,,
45 41 83.61,-111 2 81.54,,,
45 41 84.15,-111 2 84.09,,,
45 41 84.69,-111 2 86.64,,,
45 41 85.24,-111 2 89.19,,,
45 41 85.78,-111 2 91.74,,,
45 41 86.33,-111 2 94.28,,,
