Latitude,Longitude
48 1 43.78,-106 21 8.88
48 1 43.53,-106 21 86.52
48 1 43.28,-106 21 84.22
48 1 43.03,-106 21 81.92
48 1 42.79,-106 21 7.96
48 1 42.55,-106 21 7.73
48 1 42.31,-106 21 75.02
48 1 42.07,-106 21 72.78
48 1 41.83,-106 21 70.59
48 1 4.16,-106 21 68.43
48 1 41.36,-106 21 66.33
48 1 41.11,-106 21 64.27
48 1 40.87,-106 21 62.26
48 1 40.64,-106 21 6.03
48 1 40.42,-106 21 58.38
48 1 40.24,-106 21 5.65
48 1 40.12,-106 21 54.66
48 1 40.05,-106 21 52.85
48 1 40.03,-106 21 51.07
48 1 40.02,-106 21 49.32
48 1 40.04,-106 21 47.61
48 1 40.06,-106 21 45.94
48 1 40.07,-106 21 4.43
48 1 40.07,-106 21 42.71
48 1 40.03,-106 21 41.18
48 1 39.95,-106 21 3.97
48 1 39.85,-106 21 38.29
48 1 39.72,-106 21 36.94
48 1 39.57,-106 21 35.66
48 1 39.41,-106 21 34.43
48 1 39.25,-106 21 33.23
48 1 39.11,-106 21 32.07
48 1 38.96,-106 21 30.92
48 1 38.81,-106 21 29.79
48 1 38.62,-106 21 28.66
48 1 3.84,-106 21 2.75
48 1 38.13,-106 21 26.35
48 1 37.81,-106 21 2.52
48 1 37.43,-106 21 24.02
48 1 37.02,-106 21 22.82
48 1 36.57,-106 21 21.59
48 1 36.09,-106 21 20.32
48 1 35.58,-106 21 19.03
48 1 35.03,-106 21 17.72
48 1 34.45,-106 21 16.39
48 1 33.85,-106 21 15.05
48 1 33.24,-106 21 13.67
48 1 32.64,-106 21 12.29
48 1 32.04,-106 21 10.89
48 1 31.44,-106 21 9.48
48 1 30.85,-106 21 8.06
48 1 30.28,-106 21 6.63
48 1 29.74,-106 21 5.2
48 1 29.24,-106 21 3.76
48 1 28.78,-106 21 2.33
48 1 28.33,-106 21 90
48 1 27.92,-106 20 99.46
48 1 27.55,-106 20 98.01
48 1 27.21,-106 20 96.55
48 1 26.91,-106 20 95.08
48 1 26.63,-106 20 93.61
48 1 26.39,-106 20 92.14
48 1 26.17,-106 20 90.66
48 1 25.98,-106 20 89.15
48 1 2.58,-106 20 87.59
48 1 25.61,-106 20 85.96
48 1 25.42,-106 20 84.27
48 1 25.25,-106 20 82.52
48 1 25.09,-106 20 80.73
48 1 24.97,-106 20 78.91
48 1 24.87,-106 20 77.11
48 1 2.48,-106 20 75.32
48 1 24.75,-106 20 73.55
48 1 24.72,-106 20 71.79
48 1 24.69,-106 20 70.04
48 1 24.67,-106 20 6.83
48 1 24.64,-106 20 66.58
48 1 24.61,-106 20 64.85
48 1 24.58,-106 20 63.11
48 1 24.53,-106 20 61.38
48 1 24.47,-106 20 59.66
48 1 24.37,-106 20 57.95
48 1 24.23,-106 20 56.27
48 1 24.04,-106 20 54.63
48 1 23.79,-106 20 53.05
48 1 23.48,-106 20 51.49
48 1 23.13,-106 20 49.95
48 1 22.72,-106 20 4.84
48 1 22.24,-106 20 46.87
48 1 21.67,-106 20 45.32
48 1 21.03,-106 20 43.77
48 1 20.31,-106 20 42.21
48 1 19.51,-106 20 40.64
48 1 18.63,-106 20 39.07
48 1 17.68,-106 20 37.49
48 1 16.66,-106 20 3.59
48 1 15.57,-106 20 34.31
48 1 14.46,-106 20 3.27
48 1 13.34,-106 20 31.08
48 1 12.24,-106 20 29.46
48 1 11.13,-106 20 27.83
48 1 10.02,-106 20 26.19
48 1 8.91,-106 20 24.54
48 1 7.81,-106 20 22.89
48 1 6.7,-106 20 21.22
48 1 5.57,-106 20 19.54
48 1 4.44,-106 20 17.84
48 1 3.31,-106 20 16.13
48 1 2.17,-106 20 14.41
48 1 1.02,-106 20 12.67
48 0 99.86,-106 20 10.93
48 0 9.87,-106 20 9.21
48 0 97.53,-106 20 7.51
48 0 96.36,-106 20 5.85
48 0 95.18,-106 20 4.19
48 0 9.4,-106 20 2.52
48 0 92.81,-106 20 8.6
48 0 91.61,-106 19 9.92
48 0 90.41,-106 19 97.51
48 0 89.19,-106 19 95.82
48 0 87.96,-106 19 9.41
48 0 86.73,-106 19 92.37
48 0 8.55,-106 19 90.63
48 0 84.28,-106 19 88.88
48 0 83.09,-106 19 87.11
48 0 81.92,-106 19 85.34
48 0 80.76,-106 19 83.57
48 0 79.59,-106 19 81.79
48 0 78.41,-106 19 80.02
48 0 77.23,-106 19 78.25
48 0 76.03,-106 19 76.48
48 0 74.83,-106 19 74.71
48 0 73.61,-106 19 72.93
48 0 72.39,-106 19 71.16
48 0 71.17,-106 19 6.94
48 0 69.94,-106 19 67.63
48 0 6.87,-106 19 65.87
48 0 67.44,-106 19 64.11
48 0 66.18,-106 19 62.35
48 0 64.91,-106 19 6.06
48 0 63.64,-106 19 58.85
48 0 62.38,-106 19 5.71
48 0 61.12,-106 19 55.36
48 0 59.87,-106 19 53.62
48 0 58.62,-106 19 51.89
48 0 57.37,-106 19 50.15
48 0 56.12,-106 19 4.84
48 0 54.87,-106 19 46.64
48 0 53.63,-106 19 44.89
48 0 52.38,-106 19 43.13
48 0 51.14,-106 19 41.37
48 0 4.99,-106 19 39.62
48 0 48.66,-106 19 37.86
48 0 47.43,-106 19 3.61
48 0 4.62,-106 19 34.35
48 0 44.96,-106 19 32.61
48 0 43.72,-106 19 30.87
48 0 42.48,-106 19 29.13
48 0 41.25,-106 19 27.41
48 0 40.01,-106 19 25.68
48 0 38.77,-106 19 23.94
48 0 37.53,-106 19 22.21
48 0 36.29,-106 19 20.49
48 0 35.04,-106 19 18.77
48 0 3.38,-106 19 17.06
48 0 32.56,-106 19 15.35
48 0 31.32,-106 19 13.64
48 0 30.09,-106 19 11.94
48 0 28.85,-106 19 10.25
47 0 27.62,-106 19 8.56
47 0 26.39,-106 19 6.88
47 0 25.16,-106 19 5.21
47 0 23.94,-106 19 3.55
47 0 22.72,-106 19 1.89
47 0 21.51,-106 19 2.4
47 0 20.29,-106 18 9.86
47 0 19.08,-106 18 96.95
47 0 17.87,-106 18 95.31
47 0 16.67,-106 18 93.68
47 0 15.47,-106 18 92.05
47 0 14.27,-106 18 90.41
47 0 13.08,-106 18 88.78
47 0 1.19,-106 18 87.15
47 0 10.72,-106 18 85.52
47 0 9.54,-106 18 83.89
47 0 8.37,-106 18 82.25
47 0 7.2,-106 18 8.06
47 0 6.03,-106 18 78.95
47 0 4.87,-106 18 77.29
47 0 3.7,-106 18 75.61
47 0 2.54,-106 18 73.91
47 0 1.38,-106 18 72.17
47 0 2.2,-106 18 70.38
47 59 99.07,-106 18 68.52
47 59 97.92,-106 18 66.62
47 59 96.76,-106 18 64.67
47 59 95.61,-106 18 62.67
47 59 94.46,-106 18 60.64
47 59 93.31,-106 18 58.62
47 59 92.15,-106 18 5.66
47 59 9.1,-106 18 54.59
47 59 89.84,-106 18 52.57
47 59 88.68,-106 18 50.56
47 59 87.53,-106 18 48.54
47 59 86.39,-106 18 46.54
47 59 85.25,-106 18 44.55
47 59 84.12,-106 18 42.57
47 59 82.98,-106 18 4.06
47 59 81.84,-106 18 38.65
47 59 80.71,-106 18 36.72
47 59 79.57,-106 18 3.48
47 59 78.43,-106 18 32.89
47 59 77.29,-106 18 30.98
47 59 76.16,-106 18 29.08
47 59 75.03,-106 18 27.19
47 59 73.91,-106 18 2.53
47 59 72.78,-106 18 23.42
47 59 71.65,-106 18 21.55
47 59 70.53,-106 18 19.67
47 59 69.41,-106 18 17.79
47 59 68.31,-106 18 15.91
47 59 67.22,-106 18 14.03
47 59 66.15,-106 18 12.16
47 59 65.08,-106 18 10.33
47 59 6.4,-106 18 8.55
47 59 62.93,-106 18 6.81
47 59 61.87,-106 18 5.11
47 59 60.81,-106 18 3.45
47 59 59.75,-106 18 1.85
47 59 58.69,-106 18 3.1
47 59 57.63,-106 17 98.82
47 59 56.57,-106 17 97.39
47 59 5.55,-106 17 96.03
47 59 5.44,-106 17 94.74
47 59 53.28,-106 17 93.51
47 59 52.13,-106 17 92.31
47 59 50.92,-106 17 91.11
47 59 49.66,-106 17 89.91
47 59 48.37,-106 17 88.71
47 59 47.04,-106 17 87.52
47 59 45.67,-106 17 86.33
47 59 44.28,-106 17 85.14
47 59 42.87,-106 17 83.95
47 59 41.44,-106 17 82.76
47 59 39.99,-106 17 81.54
47 59 38.51,-106 17 80.27
47 59 37.01,-106 17 78.95
47 59 35.53,-106 17 7.76
47 59 34.04,-106 17 7.62
47 59 32.56,-106 17 74.75
47 59 31.09,-106 17 73.28
47 59 29.61,-106 17 71.79
47 59 28.13,-106 17 70.27
47 59 26.66,-106 17 6.87
47 59 25.18,-106 17 67.07
47 59 2.37,-106 17 65.38
47 59 22.23,-106 17 63.66
47 59 20.77,-106 17 61.92
47 59 19.34,-106 17 60.18
47 59 17.93,-106 17 58.45
47 59 16.54,-106 17 56.72
47 59 15.17,-106 17 54.98
47 59 13.82,-106 17 53.24
47 59 12.48,-106 17 5.15
47 59 11.13,-106 17 49.75
47 59 9.79,-106 17 4.8
47 59 8.48,-106 17 46.25
47 59 7.17,-106 17 44.51
47 59 5.87,-106 17 42.77
47 59 4.57,-106 17 41.02
47 59 3.28,-106 17 39.27
47 59 1.98,-106 17 37.52
47 59 6.9,-106 17 35.78
47 58 99.39,-106 17 34.05
47 58 98.09,-106 17 32.34
47 58 96.79,-106 17 30.66
47 58 9.55,-106 17 28.99
47 58 9.42,-106 17 27.32
47 58 92.89,-106 17 25.64
47 58 91.58,-106 17 23.98
47 58 90.27,-106 17 2.23
47 58 88.96,-106 17 20.61
47 58 87.64,-106 17 1.89
47 58 86.34,-106 17 17.18
47 58 85.05,-106 17 15.46
47 58 83.77,-106 17 13.75
47 58 82.49,-106 17 12.03
47 58 81.24,-106 17 10.31
47 58 79.98,-106 17 8.58
47 58 78.73,-106 17 6.87
47 58 77.47,-106 17 5.16
47 58 76.21,-106 17 3.47
47 58 74.93,-106 17 1.79
47 58 73.65,-106 17 1.1
47 58 72.37,-106 16 98.44
47 58 71.07,-106 16 96.76
47 58 69.77,-106 16 95.07
47 58 68.48,-106 16 9.34
47 58 67.19,-106 16 91.72
47 58 6.59,-106 16 90.04
47 58 64.62,-106 16 88.32
47 58 63.33,-106 16 86.57
47 58 62.04,-106 16 84.79
47 58 60.76,-106 16 82.96
47 58 59.49,-106 16 81.11
47 58 58.22,-106 16 79.23
47 58 56.95,-106 16 77.32
47 58 55.68,-106 16 75.37
47 58 54.42,-106 16 73.39
47 58 53.15,-106 16 71.38
47 58 51.89,-106 16 69.34
47 58 50.63,-106 16 67.26
47 58 4.94,-106 16 65.16
47 58 48.18,-106 16 63.04
47 58 46.99,-106 16 60.91
47 58 45.81,-106 16 58.78
47 58 44.66,-106 16 56.64
47 58 43.52,-106 16 5.45
47 58 42.41,-106 16 52.36
47 58 41.32,-106 16 50.22
47 58 40.27,-106 16 48.09
47 58 39.24,-106 16 45.96
47 58 38.25,-106 16 43.84
47 58 37.28,-106 16 41.72
47 58 36.33,-106 16 3.96
47 58 35.38,-106 16 37.49
47 58 34.44,-106 16 35.38
47 58 33.49,-106 16 33.27
47 58 32.54,-106 16 31.15
47 58 31.59,-106 16 29.02
47 58 30.64,-106 16 26.88
47 58 29.69,-106 16 24.74
47 58 28.73,-106 16 2.26
47 58 27.78,-106 16 20.46
47 58 26.84,-106 16 18.32
47 58 25.89,-106 16 16.18
47 58 24.95,-106 16 14.04
47 58 24.01,-106 16 1.19
47 58 23.07,-106 16 9.75
47 58 22.13,-106 16 7.61
47 58 2.12,-106 16 5.47
47 58 20.28,-106 16 3.33
47 58 19.34,-106 16 1.19
47 58 1.84,-106 15 99.04
47 58 17.44,-106 15 9.69
47 58 16.48,-106 15 94.77
47 58 15.52,-106 15 92.65
47 58 14.57,-106 15 90.54
47 58 13.61,-106 15 88.44
47 58 12.64,-106 15 86.34
47 58 11.67,-106 15 84.23
47 58 10.72,-106 15 82.13
47 58 9.77,-106 15 80.03
47 58 8.81,-106 15 77.93
47 58 7.86,-106 15 75.83
47 58 6.92,-106 15 73.74
47 58 5.97,-106 15 71.65
47 58 5.02,-106 15 69.57
47 58 4.08,-106 15 67.49
47 58 3.15,-106 15 65.42
47 58 2.23,-106 15 63.36
47 58 1.3,-106 15 61.31
47 58 3.6,-106 15 5.93
47 57 99.42,-106 15 57.38
47 57 98.48,-106 15 55.59
47 57 97.54,-106 15 53.91
47 57 96.61,-106 15 52.33
47 57 95.68,-106 15 50.84
47 57 94.75,-106 15 49.44
47 57 93.82,-106 15 48.14
47 57 92.89,-106 15 46.97
47 57 91.95,-106 15 45.91
47 57 91.01,-106 15 44.95
47 57 90.05,-106 15 44.05
47 57 89.05,-106 15 43.19
47 57 87.97,-106 15 42.33
47 57 8.68,-106 15 41.47
47 57 85.54,-106 15 40.62
47 57 8.42,-106 15 39.79
47 57 82.81,-106 15 38.95
47 57 81.37,-106 15 38.11
47 57 79.88,-106 15 37.26
47 57 78.33,-106 15 3.64
47 57 76.75,-106 15 35.54
47 57 75.14,-106 15 34.71
47 57 73.51,-106 15 33.89
47 57 71.87,-106 15 33.09
47 57 70.22,-106 15 32.26
47 57 68.58,-106 15 31.42
47 57 66.93,-106 15 30.56
47 57 65.27,-106 15 2.97
47 57 63.62,-106 15 28.84
47 57 61.96,-106 15 27.98
47 57 60.31,-106 15 27.12
47 57 58.67,-106 15 26.26
47 57 57.04,-106 15 2.54
47 57 55.43,-106 15 24.55
47 57 53.83,-106 15 2.37
47 57 52.22,-106 15 22.85
47 57 5.06,-106 15 2.2
47 57 48.98,-106 15 21.16
47 57 47.35,-106 15 20.32
47 57 45.71,-106 15 19.48
47 57 44.08,-106 15 18.65
47 57 42.44,-106 15 1.78
47 57 40.81,-106 15 16.96
47 57 39.19,-106 15 16.12
47 57 37.57,-106 15 1.53
47 57 35.95,-106 15 1.45
47 57 34.33,-106 15 1.37
47 57 32.73,-106 15 1.29
47 57 31.13,-106 15 12.11
47 57 29.53,-106 15 1.13
47 57 27.93,-106 15 10.48
47 57 26.33,-106 15 9.65
47 57 24.75,-106 15 8.83
47 57 23.17,-106 15 8.01
47 57 21.61,-106 15 7.17
47 57 20.05,-106 15 6.32
47 57 18.51,-106 15 5.46
47 57 16.96,-106 15 4.59
47 57 15.42,-106 15 3.72
47 57 13.88,-106 15 2.85
47 57 12.35,-106 15 1.98
47 57 10.81,-106 15 1.11
47 57 9.27,-106 15 2.2
47 57 7.73,-106 14 99.29
47 57 6.16,-106 14 98.34
47 57 4.58,-106 14 97.36
47 57 30,-106 14 96.36
47 57 1.4,-106 14 95.34
47 56 9.98,-106 14 9.43
47 56 98.18,-106 14 93.24
47 56 96.56,-106 14 92.17
47 56 94.92,-106 14 91.08
47 56 93.28,-106 14 89.97
47 56 91.64,-106 14 88.84
47 56 90,-106 14 87.69
47 56 88.37,-106 14 86.53
47 56 86.75,-106 14 85.35
47 56 85.14,-106 14 84.14
47 56 83.54,-106 14 82.89
47 56 81.95,-106 14 81.62
47 56 80.36,-106 14 80.31
47 56 78.79,-106 14 78.99
47 56 77.23,-106 14 77.65
47 56 75.69,-106 14 76.28
47 56 74.15,-106 14 74.88
47 56 72.63,-106 14 73.47
47 56 71.12,-106 14 72.04
47 56 69.61,-106 14 7.06
47 56 68.11,-106 14 69.14
47 56 66.62,-106 14 67.66
47 56 65.12,-106 14 66.15
47 56 63.63,-106 14 64.61
47 56 62.14,-106 14 63.05
47 56 60.66,-106 14 61.51
47 56 59.18,-106 14 59.96
47 56 5.77,-106 14 58.41
47 56 56.24,-106 14 56.85
47 56 54.78,-106 14 55.27
47 56 53.33,-106 14 53.66
47 56 51.88,-106 14 52.02
47 56 50.43,-106 14 50.35
47 56 49.01,-106 14 48.66
47 56 47.59,-106 14 46.95
47 56 4.62,-106 14 45.22
47 56 44.82,-106 14 43.47
47 56 43.45,-106 14 41.72
47 56 42.09,-106 14 39.95
47 56 40.74,-106 14 38.18
47 56 39.42,-106 14 36.38
47 56 3.81,-106 14 34.56
47 56 36.77,-106 14 32.74
47 56 35.45,-106 14 30.92
47 56 34.13,-106 14 29.09
47 56 32.83,-106 14 27.24
47 56 31.54,-106 14 25.36
47 56 30.27,-106 14 23.46
47 56 29.01,-106 14 21.53
47 56 27.77,-106 14 19.59
47 56 26.53,-106 14 17.63
47 56 2.53,-106 14 15.66
47 56 24.09,-106 14 13.68
47 56 22.91,-106 14 1.17
47 56 21.73,-106 14 9.7
47 56 20.55,-106 14 7.68
47 56 19.38,-106 14 5.66
47 56 18.23,-106 14 3.61
47 56 1.71,-106 14 1.55
47 56 15.96,-106 13 99.47
47 56 14.84,-106 13 97.37
47 56 13.72,-106 13 95.26
47 56 12.62,-106 13 93.14
47 56 11.55,-106 13 91.01
47 56 10.48,-106 13 88.87
47 56 9.44,-106 13 86.71
47 56 8.4,-106 13 84.54
47 56 7.36,-106 13 82.37
47 56 6.34,-106 13 80.19
47 56 5.32,-106 13 7.8
47 56 4.32,-106 13 75.81
47 56 3.33,-106 13 73.62
47 56 2.36,-106 13 71.44
47 56 1.4,-106 13 69.24
47 56 4.5,-106 13 67.04
47 55 99.51,-106 13 64.84
47 55 98.59,-106 13 62.64
47 55 97.67,-106 13 60.43
47 55 96.78,-106 13 58.22
47 55 95.89,-106 13 56.01
47 55 95.02,-106 13 53.79
47 55 94.17,-106 13 51.57
47 55 93.33,-106 13 49.34
47 55 92.49,-106 13 47.13
47 55 91.66,-106 13 44.91
47 55 90.82,-106 13 42.68
47 55 89.99,-106 13 40.46
47 55 89.16,-106 13 38.23
47 55 88.33,-106 13 36.01
47 55 87.49,-106 13 33.79
47 55 86.65,-106 13 31.57
47 55 85.81,-106 13 29.35
47 55 84.96,-106 13 27.14
47 55 84.12,-106 13 24.93
47 55 83.27,-106 13 2.27
47 55 82.41,-106 13 20.47
47 55 81.56,-106 13 18.23
47 55 80.71,-106 13 15.99
47 55 79.86,-106 13 13.75
47 55 79.01,-106 13 11.53
47 55 78.16,-106 13 9.29
47 55 77.32,-106 13 7.06
47 55 76.48,-106 13 4.82
47 55 75.63,-106 13 2.59
47 55 74.78,-106 13 3.6
47 55 73.93,-106 12 98.15
47 55 73.09,-106 12 95.97
47 55 72.25,-106 12 93.79
47 55 71.41,-106 12 91.58
47 55 70.58,-106 12 89.34
47 55 69.73,-106 12 87.07
47 55 68.87,-106 12 84.77
47 55 68.02,-106 12 82.44
47 55 67.16,-106 12 80.09
47 55 66.31,-106 12 77.71
47 55 65.46,-106 12 75.31
47 55 64.62,-106 12 7.29
47 55 63.79,-106 12 70.47
47 55 62.95,-106 12 68.02
47 55 62.12,-106 12 65.55
47 55 61.29,-106 12 63.06
47 55 60.44,-106 12 60.55
47 55 59.58,-106 12 58.04
47 55 58.71,-106 12 55.52
47 55 57.83,-106 12 5.3
47 55 56.93,-106 12 50.47
47 55 56.04,-106 12 47.93
47 55 55.12,-106 12 45.37
47 55 5.42,-106 12 42.79
47 55 53.26,-106 12 40.21
47 55 52.31,-106 12 3.76
47 55 51.36,-106 12 34.97
47 55 50.41,-106 12 32.32
47 55 49.46,-106 12 29.63
47 55 4.85,-106 12 26.91
47 55 47.54,-106 12 24.16
47 55 46.57,-106 12 21.37
47 55 45.59,-106 12 18.55
47 55 44.62,-106 12 15.68
47 55 43.64,-106 12 1.28
47 55 42.66,-106 12 9.92
47 55 41.67,-106 12 7.07
47 55 40.68,-106 12 4.25
47 55 39.68,-106 12 1.47
47 55 38.67,-106 11 98.69
47 55 37.66,-106 11 95.93
47 55 36.62,-106 11 93.19
47 55 35.57,-106 11 90.48
47 55 34.51,-106 11 87.79
47 55 33.44,-106 11 85.13
47 55 32.35,-106 11 82.49
47 55 31.26,-106 11 79.88
47 55 30.18,-106 11 7.73
47 55 2.91,-106 11 74.75
47 55 28.02,-106 11 72.24
47 55 26.94,-106 11 69.77
47 55 25.87,-106 11 67.33
47 55 24.82,-106 11 6.49
47 55 23.79,-106 11 62.45
47 55 22.75,-106 11 60
47 55 21.71,-106 11 57.55
47 55 20.69,-106 11 55.09
47 55 19.67,-106 11 52.62
47 55 18.66,-106 11 50.16
47 55 17.68,-106 11 47.71
47 55 16.72,-106 11 4.53
47 55 15.77,-106 11 42.91
47 55 14.82,-106 11 40.56
47 55 13.88,-106 11 38.21
47 55 12.96,-106 11 35.85
47 55 12.03,-106 11 33.46
47 55 11.11,-106 11 31.06
47 55 10.17,-106 11 28.65
47 55 9.22,-106 11 26.22
47 55 8.27,-106 11 23.81
47 55 7.32,-106 11 21.43
47 55 6.38,-106 11 19.09
47 55 5.46,-106 11 16.78
47 55 4.55,-106 11 14.51
47 55 3.66,-106 11 12.28
47 55 2.76,-106 11 10.07
47 55 1.87,-106 11 7.9
47 55 9.7,-106 11 5.76
47 55 60,-106 11 3.66
47 54 99.12,-106 11 1.6
47 54 98.17,-106 10 99.58
47 54 97.19,-106 10 9.76
47 54 96.16,-106 10 95.66
47 54 95.09,-106 10 93.76
47 54 93.98,-106 10 91.91
47 54 92.84,-106 10 90.11
47 54 91.67,-106 10 88.36
47 54 90.48,-106 10 86.66
47 54 89.26,-106 10 8.5
47 54 88.01,-106 10 8.34
47 54 86.74,-106 10 81.83
47 54 85.43,-106 10 80.31
47 54 84.08,-106 10 78.83
47 54 82.72,-106 10 77.42
47 54 81.33,-106 10 76.06
47 54 79.91,-106 10 74.76
47 54 78.47,-106 10 73.51
47 54 7.7,-106 10 72.31
47 54 7.55,-106 10 71.16
47 54 73.98,-106 10 70.06
47 54 72.44,-106 10 69.02
47 54 70.88,-106 10 68.02
47 54 69.29,-106 10 67.07
47 54 6.77,-106 10 66.16
47 54 66.08,-106 10 65.28
47 54 64.45,-106 10 64.47
47 54 6.28,-106 10 63.75
47 54 61.12,-106 10 63.12
47 54 59.44,-106 10 62.55
47 54 57.75,-106 10 6.2
47 54 56.04,-106 10 61.47
47 54 54.32,-106 10 60.94
47 54 52.59,-106 10 60.42
47 54 50.84,-106 10 5.99
47 54 49.09,-106 10 59.38
47 54 47.32,-106 10 58.85
47 54 45.54,-106 10 58.32
47 54 43.75,-106 10 57.79
47 54 41.94,-106 10 57.26
47 54 40.11,-106 10 56.73
47 54 38.27,-106 10 5.62
47 54 36.44,-106 10 55.67
47 54 3.46,-106 10 55.14
47 54 32.77,-106 10 5.46
47 54 30.94,-106 10 54.06
47 54 29.11,-106 10 53.53
47 54 27.28,-106 10 5.3
47 54 25.45,-106 10 52.45
47 54 23.61,-106 10 51.91
47 54 21.78,-106 10 51.36
47 54 19.94,-106 10 50.82
47 54 18.09,-106 10 50.28
47 54 16.25,-106 10 49.75
47 54 14.39,-106 10 49.21
47 54 12.54,-106 10 48.68
47 54 10.68,-106 10 48.15
47 54 8.82,-106 10 47.62
47 54 6.95,-106 10 4.71
47 54 5.1,-106 10 46.56
47 54 3.24,-106 10 46.01
47 54 1.39,-106 10 45.45
47 53 99.54,-106 10 44.91
47 53 97.69,-106 10 44.37
47 53 95.85,-106 10 43.82
47 53 9.4,-106 10 43.27
47 53 92.16,-106 10 42.73
47 53 90.32,-106 10 42.21
47 53 88.48,-106 10 41.71
47 53 86.64,-106 10 41.22
47 53 8.48,-106 10 40.74
47 53 82.96,-106 10 40.25
47 53 81.12,-106 10 39.75
47 53 79.28,-106 10 39.26
47 53 77.43,-106 10 38.77
47 53 75.59,-106 10 38.28
47 53 73.74,-106 10 37.78
47 53 7.19,-106 10 37.27
47 53 70.08,-106 10 36.77
47 53 68.28,-106 10 36.29
47 53 66.52,-106 10 35.81
47 53 64.79,-106 10 35.32
47 53 63.11,-106 10 34.81
47 53 61.44,-106 10 34.32
47 53 59.78,-106 10 33.83
47 53 58.12,-106 10 33.34
47 53 56.45,-106 10 32.86
47 53 54.78,-106 10 32.37
47 53 53.11,-106 10 31.88
47 53 51.44,-106 10 31.39
47 53 49.77,-106 10 30.91
47 53 48.09,-106 10 30.42
47 53 46.41,-106 10 29.94
47 53 44.73,-106 10 29.46
47 53 43.06,-106 10 28.99
47 53 41.38,-106 10 28.52
47 53 39.71,-106 10 28.05
47 53 38.04,-106 10 27.58
47 53 36.37,-106 10 2.71
47 53 34.71,-106 10 26.63
47 53 33.04,-106 10 26.14
47 53 31.37,-106 10 25.65
47 53 29.71,-106 10 25.16
47 53 28.06,-106 10 24.67
47 53 2.64,-106 10 24.17
47 53 24.75,-106 10 23.68
47 53 23.09,-106 10 23.18
47 53 21.44,-106 10 22.67
47 53 19.79,-106 10 22.14
47 53 18.15,-106 10 21.61
47 53 16.52,-106 10 21.09
47 53 14.88,-106 10 20.59
47 53 13.25,-106 10 20.08
47 53 11.61,-106 10 19.57
47 53 9.96,-106 10 19.06
47 53 8.31,-106 10 18.55
47 53 6.64,-106 10 18.05
47 53 4.97,-106 10 17.55
47 53 3.27,-106 10 17.05
47 53 1.57,-106 10 16.56
47 52 99.84,-106 10 16.07
47 52 98.11,-106 10 15.56
47 52 96.38,-106 10 15.03
47 52 94.65,-106 10 14.49
47 52 92.92,-106 10 13.96
47 52 9.12,-106 10 13.45
47 52 89.47,-106 10 12.96
47 52 87.74,-106 10 12.46
47 52 86.01,-106 10 11.95
47 52 84.27,-106 10 11.45
47 52 82.54,-106 10 10.95
47 52 8.08,-106 10 10.45
47 52 79.07,-106 10 9.94
47 52 77.34,-106 10 9.44
47 52 75.61,-106 10 8.95
47 52 73.89,-106 10 8.46
47 52 72.17,-106 10 7.97
47 52 70.45,-106 10 7.47
47 52 68.73,-106 10 6.96
47 52 67.01,-106 10 6.47
47 52 6.53,-106 10 5.98
47 52 63.59,-106 10 5.49
47 52 61.87,-106 10 4.98
47 52 60.16,-106 10 4.48
47 52 58.45,-106 10 3.98
47 52 56.74,-106 10 3.47
47 52 55.04,-106 10 2.98
47 52 53.34,-106 10 2.49
47 52 51.65,-106 10 20
47 52 49.96,-106 10 1.5
47 52 48.29,-106 10 10
47 52 46.61,-106 10 50
47 52 44.92,-106 10 FALSE
47 52 43.23,-106 9 9.95
47 52 41.55,-106 9 9.9
47 52 39.85,-106 9 9.85
47 52 38.16,-106 9 9.8
47 52 36.46,-106 9 97.49
47 52 34.77,-106 9 96.98
47 52 33.08,-106 9 96.47
47 52 31.38,-106 9 95.97
47 52 29.69,-106 9 95.48
47 52 2.8,-106 9 9.5
47 52 26.32,-106 9 94.52
47 52 24.62,-106 9 94.03
47 52 22.93,-106 9 93.55
47 52 21.24,-106 9 93.06
47 52 19.55,-106 9 92.55
47 52 17.86,-106 9 92.04
47 52 16.17,-106 9 91.53
47 52 14.48,-106 9 91.03
47 52 12.79,-106 9 90.53
47 52 1.11,-106 9 90.03
47 52 9.41,-106 9 89.52
47 52 7.72,-106 9 8.9
47 52 6.03,-106 9 88.49
47 52 4.34,-106 9 87.99
47 52 2.64,-106 9 87.48
47 52 9.5,-106 9 86.99
47 51 99.25,-106 9 86.51
47 51 97.56,-106 9 86.01
47 51 95.86,-106 9 85.52
47 51 94.16,-106 9 85.01
47 51 92.46,-106 9 8.45
47 51 90.76,-106 9 8.4
47 51 89.06,-106 9 83.51
47 51 87.35,-106 9 83.02
47 51 85.65,-106 9 82.53
47 51 83.94,-106 9 82.03
47 51 82.24,-106 9 81.54
47 51 80.55,-106 9 81.06
47 51 78.85,-106 9 80.56
47 51 77.15,-106 9 80.06
47 51 75.45,-106 9 79.56
47 51 73.76,-106 9 79.07
47 51 72.06,-106 9 78.58
47 51 70.37,-106 9 78.08
47 51 68.68,-106 9 77.59
47 51 6.7,-106 9 7.71
47 51 65.33,-106 9 7.66
47 51 63.66,-106 9 76.09
47 51 61.99,-106 9 75.58
47 51 60.32,-106 9 75.06
47 51 58.65,-106 9 74.54
47 51 56.98,-106 9 73.99
47 51 55.31,-106 9 7.34
47 51 53.64,-106 9 72.79
47 51 51.96,-106 9 72.13
