2017-02-22 00:54:22.245	1	3	4	3	173.993
2017-02-22 00:54:34.360	1	3	1	3	2.28
2017-02-22 00:54:46.516	1	3	3	3	0
2017-02-22 00:54:46.555	1	3	2	3	3.688
2017-02-22 00:56:08.084	1	3	4	3	201.252
2017-02-22 00:56:20.210	1	3	1	3	2.03
2017-02-22 00:56:32.362	1	3	3	3	0
2017-02-22 00:56:32.401	1	3	2	3	3.53
2017-02-22 01:14:44.137	1	3	4	4	186.867
2017-02-22 01:14:56.279	1	3	1	4	1.92
2017-02-22 01:15:08.522	1	3	3	4	0
2017-02-22 01:15:08.558	1	3	2	4	3.858
2017-02-22 01:16:47.373	1	3	4	4	155.438
2017-02-22 01:16:59.560	1	3	1	4	2.41
2017-02-22 01:17:11.737	1	3	3	4	0
2017-02-22 01:17:11.772	1	3	2	4	3.793
2017-02-22 01:22:13.960	1	3	4	5	207.556
2017-02-22 01:22:26.134	1	3	1	5	1.97
2017-02-22 01:22:38.319	1	3	3	5	0
2017-02-22 01:22:38.354	1	3	2	5	4.492
2017-02-22 01:32:01.935	1	3	4	6	249.231
2017-02-22 01:32:14.127	1	3	1	6	2.08
2017-02-22 01:32:26.314	1	3	3	6	0
2017-02-22 01:32:26.349	1	3	2	6	3.536
2017-02-22 01:33:49.935	1	3	4	6	208.79
2017-02-22 01:34:02.108	1	3	1	6	1.92
2017-02-22 01:34:14.301	1	3	3	6	0
2017-02-22 01:34:14.342	1	3	2	6	4.844
2017-02-22 01:42:26.339	1	3	4	7	202.498
2017-02-22 01:42:38.448	1	3	1	7	2.41
2017-02-22 01:42:50.615	1	3	3	7	0
2017-02-22 01:42:50.651	1	3	2	7	3.733
2017-02-22 01:44:15.754	1	3	4	7	267.326
2017-02-22 01:44:27.881	1	3	1	7	2.08
2017-02-22 01:44:40.090	1	3	3	7	0
2017-02-22 01:44:40.127	1	3	2	7	7.361
2017-02-22 04:44:52.930	1	3	4	11	224.437
2017-02-22 04:45:05.070	1	3	1	11	1.97
2017-02-22 04:45:17.266	1	3	3	11	0
2017-02-22 04:45:17.306	1	3	2	11	4.183
2017-02-22 04:46:41.561	1	3	4	11	212.802
2017-02-22 04:46:53.714	1	3	1	11	\N
2017-02-22 04:47:05.779	1	3	3	11	\N
2017-02-22 04:47:05.832	1	3	2	11	\N
2017-02-22 04:54:57.237	1	3	4	12	327.834
2017-02-22 04:55:09.348	1	3	1	12	2.06
2017-02-22 04:55:21.496	1	3	3	12	0
2017-02-22 04:55:21.536	1	3	2	12	5.704
2017-02-22 04:56:45.738	1	3	4	12	181.952
2017-02-22 04:56:57.846	1	3	1	12	2.24
2017-02-22 04:57:10.062	1	3	3	12	0
2017-02-22 04:57:10.098	1	3	2	12	16.167
2017-02-22 05:18:44.432	1	3	4	13	239.739
2017-02-22 05:18:56.545	1	3	1	13	1.9
2017-02-22 05:19:08.740	1	3	3	13	0
2017-02-22 05:19:08.774	1	3	2	13	4.355
2017-02-22 05:20:32.154	1	3	4	13	175.14
2017-02-22 05:20:44.327	1	3	1	13	2.6
2017-02-22 05:20:56.505	1	3	3	13	0
2017-02-22 05:20:56.541	1	3	2	13	2.617
2017-02-22 05:31:22.825	1	3	1	14	\N
2017-02-22 05:31:34.887	1	3	3	14	\N
2017-02-22 05:31:34.938	1	3	2	14	\N
2017-02-22 05:33:12.333	1	3	1	14	2.03
2017-02-22 05:33:24.501	1	3	3	14	0
2017-02-22 05:33:24.593	1	3	2	14	3.679
2017-02-22 06:57:14.587	1	3	4	18	225.666
2017-02-22 06:57:26.742	1	3	1	18	2.28
2017-02-22 06:57:38.906	1	3	3	18	0
2017-02-22 06:57:38.944	1	3	2	18	3.659
2017-02-22 06:59:02.537	1	3	4	18	157.68
2017-02-22 06:59:14.674	1	3	1	18	3.41
2017-02-22 06:59:26.804	1	3	3	18	\N
2017-02-22 06:59:26.835	1	3	2	18	\N
2017-02-22 07:01:04.506	1	3	4	19	220.358
2017-02-22 07:01:16.627	1	3	1	19	\N
2017-02-22 07:01:28.694	1	3	3	19	\N
2017-02-22 07:01:28.735	1	3	2	19	\N
2017-02-22 07:02:52.281	1	3	4	19	190.676
2017-02-22 07:03:04.444	1	3	1	19	4.23
2017-02-22 07:03:16.677	1	3	3	19	0
2017-02-22 07:03:16.720	1	3	2	19	1.706
2017-02-22 08:04:05.238	1	3	4	20	198.078
2017-02-22 08:04:17.359	1	3	1	20	3.26
2017-02-22 08:04:29.535	1	3	3	20	0
2017-02-22 08:04:29.572	1	3	2	20	2.521
2017-02-22 08:05:53.934	1	3	4	20	144.936
2017-02-22 08:06:06.095	1	3	1	20	3.31
2017-02-22 08:06:18.263	1	3	3	20	0
2017-02-22 08:06:18.303	1	3	2	20	2.511
2017-02-22 08:34:11.887	1	3	4	23	180.49
2017-02-22 08:34:23.982	1	3	1	23	\N
2017-02-22 08:34:36.030	1	3	3	23	\N
2017-02-22 08:34:36.069	1	3	2	23	\N
2017-02-22 08:36:00.054	1	3	4	23	151.393
2017-02-22 08:36:12.174	1	3	1	23	2.18
2017-02-22 08:36:24.331	1	3	3	23	0
2017-02-22 08:36:24.366	1	3	2	23	5.242
2017-02-22 10:29:37.531	1	3	4	30	263.99
2017-02-22 10:29:49.647	1	3	1	30	\N
2017-02-22 10:30:01.715	1	3	3	30	\N
2017-02-22 10:30:01.764	1	3	2	30	\N
2017-02-22 10:31:26.123	1	3	4	30	147.007
