timestamp,value
"2017-03-05 15:22:28.740",3.3573
"2017-03-05 15:22:29.300",3.3573
"2017-03-05 15:22:29.660",3.3629
"2017-03-05 15:22:29.890",3.3573
"2017-03-05 15:22:30.150",3.3629
"2017-03-05 15:22:30.350",3.3573
"2017-03-05 15:22:30.650",3.3629
"2017-03-05 15:22:30.800",3.3573
"2017-03-05 15:22:31.220",3.3629
"2017-03-05 15:22:31.260",3.3573
"2017-03-05 15:22:31.850",3.3629
"2017-03-05 15:22:32.200",3.3573
"2017-03-05 15:22:32.610",3.3629
"2017-03-05 15:22:33.120",3.3629
"2017-03-05 15:22:33.180",3.3573
"2017-03-05 15:22:34.120",3.363
"2017-03-05 15:22:34.180",3.3573
"2017-03-05 15:22:35.120",3.363
"2017-03-05 15:22:35.200",3.3573
"2017-03-05 15:22:36.120",3.363
"2017-03-05 15:22:36.220",3.3573
"2017-03-05 15:22:37.200",3.363
"2017-03-05 15:22:38.150",3.363
"2017-03-05 15:22:38.180",3.3573
"2017-03-05 15:22:39.120",3.363
"2017-03-05 15:22:39.200",3.3573
"2017-03-05 15:22:40.120",3.363
"2017-03-05 15:22:40.240",3.3573
"2017-03-05 15:22:41.120",3.363
"2017-03-05 15:22:41.180",3.3573
"2017-03-05 15:22:42.200",3.3573
"2017-03-05 15:22:43.200",3.3573
"2017-03-05 15:22:43.210",3.3628
"2017-03-05 15:22:44.180",3.3573
"2017-03-05 15:22:45.120",3.3627
"2017-03-05 15:22:45.200",3.3573
"2017-03-05 15:22:46.120",3.3627
"2017-03-05 15:22:46.200",3.3573
"2017-03-05 15:22:47.120",3.3627
"2017-03-05 15:22:47.210",3.3573
"2017-03-05 15:22:48.170",3.3627
"2017-03-05 15:22:48.200",3.3573
"2017-03-05 15:22:49.200",3.3573
"2017-03-05 15:22:49.300",3.3628
"2017-03-05 15:22:50.140",3.3628
"2017-03-05 15:22:50.290",3.3573
"2017-03-05 15:22:51.130",3.3629
"2017-03-05 15:22:51.210",3.3573
"2017-03-05 15:22:52.140",3.363
"2017-03-05 15:22:52.190",3.3573
"2017-03-05 15:22:53.190",3.3573
"2017-03-05 15:22:53.260",3.363
"2017-03-05 15:22:54.140",3.363
"2017-03-05 15:22:54.200",3.3573
"2017-03-05 15:22:55.160",3.3631
"2017-03-05 15:22:55.190",3.3573
"2017-03-05 15:22:56.130",3.3631
"2017-03-05 15:22:56.190",3.3573
"2017-03-05 15:22:57.130",3.3631
"2017-03-05 15:22:57.190",3.3573
"2017-03-05 15:22:58.150",3.3631
"2017-03-05 15:22:58.220",3.3573
"2017-03-05 15:22:59.130",3.3631
"2017-03-05 15:22:59.210",3.3573
"2017-03-05 15:23:00.130",3.3631
"2017-03-05 15:23:00.190",3.3573
"2017-03-05 15:23:01.180",3.3631
"2017-03-05 15:23:01.200",3.3573
"2017-03-05 15:23:02.150",3.3631
"2017-03-05 15:23:02.190",3.3573
"2017-03-05 15:23:03.150",3.3631
"2017-03-05 15:23:03.200",3.3573
"2017-03-05 15:23:04.130",3.3631
"2017-03-05 15:23:04.200",3.3573
"2017-03-05 15:23:05.130",3.3631
"2017-03-05 15:23:05.180",3.3573
"2017-03-05 15:23:06.130",3.3631
"2017-03-05 15:23:06.180",3.3573
"2017-03-05 15:23:07.190",3.3631
"2017-03-05 15:23:08.200",3.3631
"2017-03-05 15:23:08.280",3.3573
"2017-03-05 15:23:09.130",3.363
"2017-03-05 15:23:09.190",3.3573
"2017-03-05 15:23:10.130",3.363
"2017-03-05 15:23:10.180",3.3573
"2017-03-05 15:23:11.130",3.363
"2017-03-05 15:23:11.180",3.3573
"2017-03-05 15:23:12.150",3.363
"2017-03-05 15:23:12.190",3.3573
"2017-03-05 15:23:13.200",3.363
"2017-03-05 15:23:14.150",3.363
"2017-03-05 15:23:14.180",3.3573
"2017-03-05 15:23:15.140",3.3629
"2017-03-05 15:23:15.200",3.3573
"2017-03-05 15:23:16.170",3.3629
"2017-03-05 15:23:16.190",3.3573
"2017-03-05 15:23:17.150",3.3629
"2017-03-05 15:23:17.240",3.3573
"2017-03-05 15:23:18.170",3.3629
"2017-03-05 15:23:18.230",3.3573
"2017-03-05 15:23:19.160",3.3629
"2017-03-05 15:23:19.230",3.3573
"2017-03-05 15:23:20.170",3.3628
"2017-03-05 15:23:20.230",3.3573
"2017-03-05 15:23:21.160",3.3628
"2017-03-05 15:23:21.190",3.3573
"2017-03-05 15:23:22.160",3.3628
"2017-03-05 15:23:22.220",3.3573
"2017-03-05 15:23:23.180",3.3573
"2017-03-05 15:23:23.210",3.3627
"2017-03-05 15:23:24.150",3.3627
"2017-03-05 15:23:24.190",3.3573
"2017-03-05 15:23:25.140",3.3627
"2017-03-05 15:23:25.210",3.3573
"2017-03-05 15:23:26.170",3.3626
"2017-03-05 15:23:26.200",3.3573
"2017-03-05 15:23:27.200",3.3626
"2017-03-05 15:23:27.220",3.3573
"2017-03-05 15:23:28.210",3.3573
"2017-03-05 15:23:28.250",3.3626
"2017-03-05 15:23:29.200",3.3625
"2017-03-05 15:23:30.180",3.3625
"2017-03-05 15:23:30.200",3.3573
"2017-03-05 15:23:31.190",3.3625
"2017-03-05 15:23:31.290",3.3573
"2017-03-05 15:23:32.140",3.3625
"2017-03-05 15:23:32.210",3.3573
"2017-03-05 15:23:33.200",3.3625
"2017-03-05 15:23:33.210",3.3573
"2017-03-05 15:23:34.140",3.3624
"2017-03-05 15:23:34.190",3.3573
"2017-03-05 15:23:35.190",3.3573
"2017-03-05 15:23:35.250",3.3624
"2017-03-05 15:23:36.150",3.3624
"2017-03-05 15:23:36.220",3.3573
"2017-03-05 15:23:37.190",3.3624
